,CMP_SPEED,POWER,FUEL_FLOW,CO2
04/01/2021 01:00,5444.782005,4551.332739,0.438330217,1.193661895
04/01/2021 02:00,5458.150154,4587.390641,0.439798005,1.197658979
04/01/2021 03:00,5469.040134,4585.828174,0.440008744,1.198232865
04/01/2021 04:00,5475.301489,4599.326171,0.440283181,1.19898021
04/01/2021 05:00,5501.914688,4637.393892,0.44213945,1.204035207
04/01/2021 06:00,5505.108602,4653.00169,0.443240684,1.207034091
04/01/2021 07:00,5473.472638,4596.523628,0.440319099,1.199078024
04/01/2021 08:00,5470.614664,4589.227278,0.440059264,1.198370439
04/01/2021 09:00,5464.782622,4572.578332,0.439538393,1.196952003
04/01/2021 10:00,5454.85608,4553.914079,0.437943858,1.192609762
04/01/2021 11:00,5449.520535,4550.089788,0.438937105,1.195314575
04/01/2021 12:00,5453.520671,4558.750761,0.438609184,1.194421578
04/01/2021 13:00,5458.545858,4571.131356,0.439603639,1.197129681
04/01/2021 14:00,5459.676325,4563.962098,0.438914307,1.195252491
04/01/2021 15:00,5448.765586,4535.116783,0.437491794,1.1913787
04/01/2021 16:00,5463.585429,4549.414973,0.438358706,1.193739475
04/01/2021 17:00,5457.90471,4551.488463,0.438376276,1.193787323
04/01/2021 18:00,5458.632124,4543.858405,0.43789414,1.192474369
04/01/2021 19:00,5438.873051,4523.763317,0.437454067,1.191275961
04/01/2021 20:00,5425.148034,4488.219138,0.435439567,1.185790069
04/01/2021 21:00,5444.715888,4537.427479,0.43807951,1.192979169
04/01/2021 22:00,5454.510051,4543.466953,0.437813028,1.192253485
04/01/2021 23:00,5478.451992,4569.750775,0.43912703,1.195831778
05/01/2021 00:00,5456.2487,4548.858251,0.438879128,1.19515669
05/01/2021 01:00,5449.557145,4540.105512,0.438188722,1.193276577
05/01/2021 02:00,5454.0746,4549.688856,0.438928163,1.195290224
05/01/2021 03:00,5467.465291,4561.376677,0.438420233,1.193907028
05/01/2021 04:00,5469.388425,4574.4518,0.439063945,1.195659985
05/01/2021 05:00,5465.26867,4555.707056,0.438484187,1.194081186
05/01/2021 06:00,5502.588396,4623.124238,0.441336383,1.201848295
05/01/2021 07:00,5484.139323,4598.833063,0.440880286,1.20060625
05/01/2021 08:00,5477.674634,4597.158585,0.440430252,1.199380716
05/01/2021 09:00,5457.791539,4551.282961,0.438383406,1.193806741
05/01/2021 10:00,5468.815719,4571.228785,0.439202907,1.196038405
05/01/2021 11:00,5472.758666,4588.374374,0.439448061,1.196706011
05/01/2021 12:00,5453.780185,4555.880816,0.438542641,1.194240368
05/01/2021 13:00,5442.544461,4535.747122,0.437646877,1.191801023
05/01/2021 14:00,5435.22993,4536.209999,0.437975859,1.192696906
05/01/2021 15:00,5429.832393,4522.845932,0.436656517,1.18910407
05/01/2021 16:00,5407.971974,4488.533157,0.435632055,1.186314253
05/01/2021 17:00,5393.836402,4457.667041,0.433638907,1.18088651
05/01/2021 18:00,5370.168094,4414.424578,0.431802253,1.175884928
05/01/2021 19:00,5212.915559,4152.115338,0.419670553,1.142847853
05/01/2021 20:00,5257.970791,4237.526384,0.423835006,1.154188501
05/01/2021 21:00,5229.343588,4182.493574,0.420741892,1.145765326
05/01/2021 22:00,5221.485409,4177.139522,0.420945174,1.146318903
05/01/2021 23:00,5223.730793,4187.541819,0.421325741,1.147355264
06/01/2021 00:00,5200.476337,4138.188083,0.418148116,1.13870195
06/01/2021 01:00,5179.56068,4112.503344,0.417843559,1.137872579
06/01/2021 02:00,5169.778904,4112.307926,0.417591836,1.137187087
06/01/2021 03:00,5149.177171,4065.086449,0.415266211,1.130853939
06/01/2021 04:00,5171.005552,4100.159058,0.416451544,1.13408184
06/01/2021 05:00,5170.768775,4107.606033,0.416464475,1.134117053
06/01/2021 06:00,5139.820649,4062.193636,0.415068176,1.130314651
06/01/2021 07:00,5151.129567,4083.589057,0.415956697,1.132734272
06/01/2021 08:00,5171.789976,4122.895295,0.417327685,1.13646775
06/01/2021 09:00,5178.275455,4137.58417,0.418524453,1.13972679
06/01/2021 10:00,5175.23325,4129.930935,0.418427201,1.139461955
06/01/2021 11:00,5192.315319,4155.329121,0.418726242,1.140276303
06/01/2021 12:00,5198.248237,4159.87601,0.418712277,1.140238274
06/01/2021 13:00,5173.807005,4130.000664,0.417607316,1.137229241
06/01/2021 14:00,5197.558219,4173.050708,0.419236305,1.141665308
06/01/2021 15:00,5185.131485,4152.263876,0.418535493,1.139756854
06/01/2021 16:00,5191.999087,4161.834667,0.418738366,1.14030932
06/01/2021 17:00,5226.908104,4237.429102,0.422555878,1.150705179
06/01/2021 18:00,5248.3234,4282.4086,0.424757956,1.156701882
06/01/2021 19:00,5260.728296,4294.328964,0.424300693,1.155456662
06/01/2021 20:00,5266.981476,4315.690829,0.426084155,1.16031339
06/01/2021 21:00,5280.279635,4335.235139,0.427091833,1.163057502
06/01/2021 22:00,5265.440286,4313.644729,0.426116829,1.160402368
06/01/2021 23:00,5286.257035,4343.345969,0.427290425,1.163598306
07/01/2021 00:00,5301.959607,4374.322538,0.428825957,1.167779873
07/01/2021 01:00,5320.037335,4420.062669,0.430444238,1.172186777
07/01/2021 02:00,5362.876362,4482.611342,0.433065508,1.179325028
07/01/2021 03:00,5368.695084,4498.3157,0.434303328,1.18269586
07/01/2021 04:00,5358.244427,4487.252636,0.433526391,1.180580105
07/01/2021 05:00,5368.783066,4510.613294,0.434458991,1.183119763
07/01/2021 06:00,5397.707439,4548.21432,0.435600103,1.186227241
07/01/2021 07:00,5394.626191,4553.301916,0.435840866,1.186882888
07/01/2021 08:00,5394.017073,4547.963827,0.436420526,1.188461421
07/01/2021 09:00,5369.288468,4505.98444,0.434341039,1.182798557
07/01/2021 10:00,5382.824534,4542.390294,0.43602763,1.187391486
07/01/2021 11:00,5396.552643,4560.088644,0.437119865,1.190365861
07/01/2021 12:00,5418.074579,4579.178669,0.437058869,1.190199756
07/01/2021 13:00,5407.793617,4568.102946,0.436589537,1.18892167
07/01/2021 14:00,5401.691219,4583.012536,0.437814842,1.192258424
07/01/2021 15:00,5397.987758,4555.108006,0.436389881,1.188377968
07/01/2021 16:00,5404.231037,4576.821075,0.437904514,1.19250262
07/01/2021 17:00,5399.461302,4569.27012,0.436565564,1.188856389
07/01/2021 18:00,5403.509229,4567.069674,0.436702256,1.189228627
07/01/2021 19:00,5388.929838,4547.60583,0.435944076,1.187163949
07/01/2021 20:00,5366.180591,4505.949831,0.433437398,1.18033776
07/01/2021 21:00,5347.847056,4483.255447,0.433288628,1.179932629
07/01/2021 22:00,5344.065159,4483.838269,0.432923557,1.178938466
07/01/2021 23:00,5351.986502,4498.106283,0.433737724,1.181155608
08/01/2021 00:00,5320.394922,4432.881168,0.430910689,1.173457019
08/01/2021 01:00,5312.172019,4411.384479,0.428901508,1.167985612
08/01/2021 02:00,5297.924154,4390.461429,0.42806333,1.165703083
08/01/2021 03:00,5295.746651,4383.252771,0.428467765,1.166804442
08/01/2021 04:00,5304.670283,4408.098836,0.429660912,1.170053624
08/01/2021 05:00,5310.984602,4413.415899,0.429497953,1.169609852
08/01/2021 06:00,5305.551826,4412.886294,0.429856317,1.17058575
08/01/2021 07:00,5299.35536,4400.43483,0.429103617,1.168535995
08/01/2021 08:00,5302.464517,4400.08075,0.429002145,1.168259667
08/01/2021 09:00,5320.686832,4425.362268,0.429723123,1.170223036
08/01/2021 10:00,5337.712257,4442.752787,0.431018948,1.173751831
08/01/2021 11:00,5309.981296,4404.962614,0.429327871,1.169146684
08/01/2021 12:00,5296.313294,4365.921217,0.427596825,1.164432695
08/01/2021 13:00,5295.438842,4361.738115,0.427030125,1.162889458
08/01/2021 14:00,5262.216806,4322.510665,0.425768968,1.159455071
08/01/2021 15:00,5262.792988,4316.61795,0.425072968,1.157559723
08/01/2021 16:00,5270.830202,4324.386513,0.42546346,1.158623111
08/01/2021 17:00,5275.618879,4328.638749,0.425593299,1.15897669
08/01/2021 18:00,5301.585992,4377.911617,0.428766863,1.167618946
08/01/2021 19:00,5328.745946,4419.140902,0.431013453,1.173736865
08/01/2021 20:00,5293.226137,4363.680345,0.428311931,1.166380074
08/01/2021 21:00,5298.816082,4356.241077,0.427330925,1.163708597
08/01/2021 22:00,5277.741808,4340.063363,0.427460669,1.164061917
08/01/2021 23:00,5288.10352,4344.927823,0.42774297,1.164830679
09/01/2021 00:00,5277.526767,4326.561485,0.427029085,1.162886624
09/01/2021 01:00,5292.69326,4340.50742,0.426708436,1.162013432
09/01/2021 02:00,5272.937522,4309.845919,0.426698937,1.161987566
09/01/2021 03:00,5262.465359,4298.696385,0.425598189,1.158990007
09/01/2021 04:00,5289.703689,4332.85945,0.427767667,1.164897934
09/01/2021 05:00,5299.338071,4337.096764,0.427180836,1.163299875
09/01/2021 06:00,5278.447299,4311.700804,0.426869501,1.162452045
09/01/2021 07:00,5274.667001,4305.021368,0.426676288,1.161925886
09/01/2021 08:00,5262.709865,4268.301562,0.424242057,1.155296983
09/01/2021 09:00,5263.777662,4270.677638,0.42405373,1.154784131
09/01/2021 10:00,5252.577401,4256.592807,0.42423624,1.155281143
09/01/2021 11:00,5250.128341,4252.451117,0.424248057,1.155313322
09/01/2021 12:00,5236.131579,4212.312985,0.42150223,1.14783588
09/01/2021 13:00,5235.366829,4204.735968,0.421438185,1.147661474
09/01/2021 14:00,5241.880573,4223.257011,0.422086333,1.149426512
09/01/2021 15:00,5223.890663,4190.420395,0.420975757,1.146402188
09/01/2021 16:00,5204.120719,4162.319774,0.419620405,1.142711289
09/01/2021 17:00,5213.289204,4171.138018,0.41974104,1.143039803
09/01/2021 18:00,5197.690839,4141.718482,0.419343979,1.141958526
09/01/2021 19:00,5179.298451,4108.948619,0.41798691,1.138262952
09/01/2021 20:00,5164.819634,4085.741958,0.416267095,1.133579547
09/01/2021 21:00,5159.882535,4062.591,0.415415551,1.131260622
09/01/2021 22:00,5143.830929,4033.826852,0.414126011,1.127748943
09/01/2021 23:00,5145.324667,4041.463819,0.414216518,1.127995412
10/01/2021 00:00,5164.590361,4086.577969,0.416894635,1.135288466
10/01/2021 01:00,5163.802238,4066.548405,0.415632934,1.131852598
10/01/2021 02:00,5163.335906,4077.638146,0.416830893,1.135114884
10/01/2021 03:00,5183.248592,4103.263915,0.418173429,1.138770881
10/01/2021 04:00,5186.594243,4107.344997,0.417601953,1.137214636
10/01/2021 05:00,5200.094125,4126.499971,0.418972396,1.140946631
10/01/2021 06:00,4949.350566,3707.36733,0.398483401,1.085150952
10/01/2021 07:00,4939.279864,3701.653167,0.39841858,1.084974429
10/01/2021 08:00,4927.917572,3683.130408,0.397713154,1.083053413
10/01/2021 09:00,4949.653708,3715.733058,0.399186313,1.087065122
10/01/2021 10:00,4956.915219,3720.113499,0.399477752,1.08785877
10/01/2021 11:00,4949.907556,3709.425145,0.398673079,1.085667483
10/01/2021 12:00,4952.42393,3701.035574,0.398005913,1.083850655
10/01/2021 13:00,4958.896617,3721.778916,0.399029731,1.086638719
10/01/2021 14:00,4973.050119,3744.031802,0.400268924,1.090013292
10/01/2021 15:00,4967.150638,3728.462017,0.399538218,1.08802343
10/01/2021 16:00,4974.191074,3743.649806,0.400575768,1.09084889
10/01/2021 17:00,5166.299801,4063.513524,0.415819459,1.132360545
10/01/2021 18:00,5155.731102,4046.64333,0.415211352,1.130704546
10/01/2021 19:00,5142.787008,4012.616378,0.413160995,1.125121009
10/01/2021 20:00,5155.790687,4033.843313,0.414214828,1.127990811
10/01/2021 21:00,5156.282238,4038.934916,0.4145536,1.128913354
10/01/2021 22:00,5186.022018,4090.485139,0.417253842,1.136266662
10/01/2021 23:00,5207.633192,4139.136422,0.419983199,1.143699252
11/01/2021 00:00,5240.790465,4182.068767,0.421867722,1.148831189
11/01/2021 01:00,5270.956896,4234.192997,0.424497429,1.155992415
11/01/2021 02:00,5273.752826,4239.829328,0.424793507,1.156798693
11/01/2021 03:00,5259.739226,4217.733739,0.423049261,1.15204876
11/01/2021 04:00,5259.822135,4224.254348,0.42390611,1.154382133
11/01/2021 05:00,5252.739464,4207.077029,0.422656897,1.150980271
11/01/2021 06:00,5220.553419,4159.888384,0.421195003,1.14699924
11/01/2021 07:00,5214.263137,4137.51846,0.41919805,1.141561131
11/01/2021 08:00,5188.855398,4099.847649,0.418486623,1.139623772
11/01/2021 09:00,5193.784418,4114.713943,0.419111058,1.141324236
11/01/2021 10:00,5174.153716,4087.636429,0.417573331,1.137136693
11/01/2021 11:00,5134.421665,4008.404093,0.412783401,1.124092744
11/01/2021 12:00,5109.581639,3968.468338,0.410916937,1.119009985
11/01/2021 13:00,5125.968346,4011.694238,0.413889158,1.127103945
11/01/2021 14:00,5105.101015,3969.033676,0.411007924,1.119257763
11/01/2021 15:00,5132.039311,4012.129991,0.413138965,1.125061018
11/01/2021 16:00,5129.536796,4004.362221,0.412900396,1.124411345
11/01/2021 17:00,5126.428183,4012.234536,0.414135946,1.127775999
11/01/2021 18:00,5130.168007,4013.166989,0.414011103,1.127436025
11/01/2021 19:00,5108.854154,3991.413037,0.412389777,1.123020827
11/01/2021 20:00,5117.997174,4001.161987,0.413135959,1.125052832
11/01/2021 21:00,5133.36282,4029.559507,0.41398376,1.127361566
11/01/2021 22:00,5150.104174,4064.473465,0.415712969,1.132070551
11/01/2021 23:00,5172.492455,4104.050862,0.41766266,1.137379955
12/01/2021 00:00,5170.1333,4088.754677,0.416550311,1.134350803
12/01/2021 01:00,5194.860766,4127.070076,0.418655711,1.140084234
12/01/2021 02:00,5194.373697,4130.073971,0.418462931,1.139559254
12/01/2021 03:00,5198.949569,4146.056379,0.419147716,1.141424062
12/01/2021 04:00,5214.335765,4187.165835,0.421356896,1.147440108
12/01/2021 05:00,5222.932282,4203.769333,0.422444408,1.150401623
12/01/2021 06:00,5212.059882,4188.577794,0.421532888,1.147919367
12/01/2021 07:00,5209.860058,4182.196682,0.42126146,1.147180215
12/01/2021 08:00,5196.668806,4160.971811,0.419693145,1.142909375
12/01/2021 09:00,5197.371235,4148.444406,0.419130391,1.141376883
12/01/2021 10:00,5179.470939,4134.256123,0.418400305,1.139388712
12/01/2021 11:00,5197.102974,4161.142452,0.419699459,1.142926569
12/01/2021 12:00,5187.795072,4148.696795,0.419304678,1.141851503
12/01/2021 13:00,5180.211498,4140.647335,0.418907909,1.140771019
12/01/2021 14:00,5191.131083,4154.398802,0.419298761,1.141835387
12/01/2021 15:00,5164.673248,4126.020886,0.417919262,1.138078733
12/01/2021 16:00,5138.862496,4075.839064,0.415909166,1.132604836
12/01/2021 17:00,5166.184832,4131.680814,0.417926509,1.138098468
12/01/2021 18:00,5135.991429,4070.743779,0.414413831,1.128532736
12/01/2021 19:00,5138.109851,4096.650316,0.416511713,1.134245692
12/01/2021 20:00,5132.730734,4085.513072,0.41598039,1.132798792
12/01/2021 21:00,5110.482678,4041.377923,0.41288887,1.124379959
12/01/2021 22:00,5108.026758,4043.921077,0.413263189,1.125399305
12/01/2021 23:00,5124.087899,4063.084743,0.414754997,1.129461799
13/01/2021 00:00,5094.067036,4018.612626,0.41271002,1.123892912
13/01/2021 01:00,5069.96853,3971.826986,0.409521579,1.115210143
13/01/2021 02:00,5052.235816,3938.868497,0.408016295,1.11111095
13/01/2021 03:00,5070.215194,3975.757139,0.409868653,1.116155296
13/01/2021 04:00,5060.865511,3973.68739,0.410110128,1.116812882
13/01/2021 05:00,5061.433609,3971.609575,0.409209024,1.114358992
13/01/2021 06:00,5047.020785,3939.581356,0.408052792,1.111210338
13/01/2021 07:00,5044.749204,3945.33182,0.408660061,1.112864055
13/01/2021 08:00,5075.123662,3998.623858,0.410330188,1.11741215
13/01/2021 09:00,5086.707833,4020.23581,0.411954909,1.121836592
13/01/2021 10:00,5080.644146,4001.356107,0.41091164,1.118995561
13/01/2021 11:00,5064.419387,3980.184915,0.409565871,1.115330761
13/01/2021 12:00,5089.93092,4015.79477,0.411390121,1.120298562
13/01/2021 13:00,5075.68523,4013.643463,0.411487757,1.120564443
13/01/2021 14:00,5063.750823,3989.672814,0.411098177,1.11950354
13/01/2021 15:00,5049.281237,3979.234472,0.410234691,1.117152091
13/01/2021 16:00,5043.689317,3957.773932,0.408492598,1.112408019
13/01/2021 17:00,5035.942331,3944.51592,0.40808696,1.111303386
13/01/2021 18:00,5035.04546,3946.18614,0.407972411,1.110991445
13/01/2021 19:00,5008.96792,3892.286328,0.405434746,1.10408087
13/01/2021 20:00,5044.288305,3958.077738,0.408893292,1.11349919
13/01/2021 21:00,5050.672827,3971.683629,0.409407606,1.114899773
13/01/2021 22:00,5038.075579,3941.618114,0.407659499,1.110139321
13/01/2021 23:00,5043.054291,3961.546534,0.409203342,1.114343519
14/01/2021 00:00,5058.891287,3989.252208,0.410789845,1.118663888
14/01/2021 01:00,5070.110819,4011.04997,0.411553175,1.120742591
14/01/2021 02:00,5050.166304,3970.207055,0.409232716,1.114423511
14/01/2021 03:00,5049.507175,3950.331763,0.408225314,1.111680151
14/01/2021 04:00,5067.400846,3994.25292,0.41022771,1.11713308
14/01/2021 05:00,5083.01899,4012.353651,0.411354236,1.120200838
14/01/2021 06:00,5090.631359,4025.199706,0.41182994,1.121496278
14/01/2021 07:00,5082.050846,4012.683514,0.41173676,1.121242529
14/01/2021 08:00,5111.654546,4062.677421,0.414286567,1.128186169
14/01/2021 09:00,5105.507838,4041.090079,0.412694581,1.12385087
14/01/2021 10:00,5119.846694,4077.649052,0.414802263,1.129590515
14/01/2021 11:00,5152.764625,4136.066839,0.417934043,1.138118986
14/01/2021 12:00,5162.76779,4148.441322,0.418458692,1.13954771
14/01/2021 13:00,5182.679486,4186.215322,0.420086174,1.143979673
14/01/2021 14:00,5159.18173,4136.108722,0.417592155,1.137187955
14/01/2021 15:00,5145.061757,4100.658827,0.415927754,1.132655454
14/01/2021 16:00,5131.064324,4088.13929,0.416337521,1.133771332
14/01/2021 17:00,5158.394827,4141.749389,0.41852361,1.139724495
14/01/2021 18:00,5159.610227,4130.359585,0.417895344,1.1380136
14/01/2021 19:00,5183.476623,4166.574203,0.419342609,1.141954796
14/01/2021 20:00,5216.582272,4226.232412,0.42251825,1.150602707
14/01/2021 21:00,5179.258893,4174.87311,0.420378919,1.144776877
14/01/2021 22:00,5195.162243,4184.064119,0.420312316,1.144595504
14/01/2021 23:00,5206.554484,4205.741199,0.421372571,1.147482794
15/01/2021 00:00,5198.270809,4190.34261,0.420589932,1.145351507
15/01/2021 01:00,5157.356806,4121.252724,0.417678795,1.137423892
15/01/2021 02:00,5152.478928,4101.265565,0.416937931,1.13540637
15/01/2021 03:00,5157.643496,4117.77876,0.41778332,1.137708535
15/01/2021 04:00,5143.26461,4090.497441,0.41654127,1.134326181
15/01/2021 05:00,5130.312381,4060.832569,0.415295896,1.130934776
15/01/2021 06:00,5135.152658,4075.900746,0.416435417,1.134037922
15/01/2021 07:00,5135.829764,4073.079849,0.416310348,1.133697336
15/01/2021 08:00,5121.998692,4025.516804,0.413541133,1.126156203
15/01/2021 09:00,5122.973776,4038.135892,0.413995805,1.127394367
15/01/2021 10:00,5098.480836,3985.774743,0.411694925,1.121128604
15/01/2021 11:00,5130.421912,4045.607801,0.415377738,1.13115765
15/01/2021 12:00,5105.058608,4006.747417,0.413604943,1.12632997
15/01/2021 13:00,5123.90596,4030.567301,0.413774229,1.126790969
15/01/2021 14:00,5154.415482,4081.13278,0.41731015,1.136419998
15/01/2021 15:00,5152.1741,4080.500236,0.416635878,1.13458382
15/01/2021 16:00,5167.30464,4087.295843,0.416950158,1.135439667
15/01/2021 17:00,5171.197274,4102.9899,0.417841407,1.137866718
15/01/2021 18:00,5161.225445,4073.58818,0.416547065,1.134341965
15/01/2021 19:00,5172.83297,4088.648416,0.417358797,1.136552473
15/01/2021 20:00,5163.851214,4074.162116,0.416842581,1.135146712
15/01/2021 21:00,5196.846611,4135.184288,0.420123282,1.144080726
15/01/2021 22:00,5199.915795,4129.842484,0.418966884,1.140931621
15/01/2021 23:00,5195.824192,4127.383654,0.419893516,1.143455027
16/01/2021 00:00,5194.980417,4114.949476,0.418684738,1.14016328
16/01/2021 01:00,5210.385044,4133.639094,0.419622126,1.142715977
16/01/2021 02:00,5225.826294,4174.360215,0.422022705,1.14925324
16/01/2021 03:00,5244.502584,4196.932311,0.422227843,1.149811873
16/01/2021 04:00,5415.163228,4488.723161,0.436398337,1.188400996
16/01/2021 05:00,5406.157329,4472.320883,0.435958742,1.187203889
16/01/2021 06:00,5352.877398,4379.797383,0.431574254,1.175264042
16/01/2021 07:00,5355.606148,4371.018834,0.431077652,1.173911694
16/01/2021 08:00,5360.758785,4393.434915,0.432699005,1.178326964
16/01/2021 09:00,5347.742823,4382.681701,0.431977284,1.176361574
16/01/2021 10:00,5340.189173,4345.146943,0.429487145,1.169580419
16/01/2021 11:00,5376.239772,4422.885038,0.434047698,1.181999728
16/01/2021 12:00,5353.080276,4380.668598,0.432194824,1.176953978
16/01/2021 13:00,5361.821894,4386.803726,0.431830105,1.175960775
16/01/2021 14:00,5380.608039,4423.886279,0.433861559,1.181492836
16/01/2021 15:00,5363.108891,4380.049312,0.431451722,1.174930362
16/01/2021 16:00,5368.009713,4403.44821,0.43309242,1.179398315
16/01/2021 17:00,5364.886042,4389.526143,0.4327578,1.178487077
16/01/2021 18:00,5363.321991,4398.902534,0.432689373,1.178300734
16/01/2021 19:00,5376.469981,4408.180036,0.433118009,1.179467998
16/01/2021 20:00,5368.266793,4389.248956,0.431535617,1.175158823
16/01/2021 21:00,5410.826696,4458.272427,0.434823786,1.184113174
16/01/2021 22:00,5438.05712,4517.535297,0.437902612,1.192497441
16/01/2021 23:00,5468.948794,4573.443409,0.440508684,1.199594301
17/01/2021 00:00,5481.45633,4604.729744,0.442365972,1.204652074
17/01/2021 01:00,5497.932825,4625.220731,0.443315815,1.207238688
17/01/2021 02:00,5489.690321,4616.229131,0.442801931,1.205839277
17/01/2021 03:00,5483.731259,4600.452948,0.442596639,1.205280226
17/01/2021 04:00,5481.043907,4587.813109,0.440969978,1.200850499
17/01/2021 05:00,5478.865665,4576.790664,0.440625214,1.199911636
17/01/2021 06:00,5443.42107,4527.211525,0.438168589,1.193221749
17/01/2021 07:00,5443.900041,4536.41525,0.438649121,1.194530335
17/01/2021 08:00,5430.815031,4492.195228,0.43664465,1.189071755
17/01/2021 09:00,5445.814321,4530.831481,0.438113515,1.193071773
17/01/2021 10:00,5431.685552,4507.349944,0.437265355,1.19076206
17/01/2021 11:00,5413.807986,4482.450461,0.436557713,1.188835007
17/01/2021 12:00,5416.730312,4491.327854,0.436654693,1.189099105
17/01/2021 13:00,5398.184377,4461.115089,0.435327407,1.185484635
